,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_Polarizability,formulaB_elements_Polarizability,avg_elements_AtomicVolume,diff_elements_AtomicVolume,avg_elements_AtomicWeight,diff_elements_AtomicWeight,avg_elements_BoilingT,diff_elements_BoilingT,avg_elements_BulkModulus,diff_elements_BulkModulus,avg_elements_Column,diff_elements_Column,avg_elements_CovalentRadius,diff_elements_CovalentRadius,avg_elements_Density,diff_elements_Density,avg_elements_ElectronSurfaceDensityWS,diff_elements_ElectronSurfaceDensityWS,avg_elements_Electronegativity,diff_elements_Electronegativity,avg_elements_FirstIonizationEnergy,diff_elements_FirstIonizationEnergy,avg_elements_GSbandgap,diff_elements_GSbandgap,avg_elements_GSenergy_pa,diff_elements_GSenergy_pa,avg_elements_GSestBCClatcnt,diff_elements_GSestBCClatcnt,avg_elements_GSestFCClatcnt,diff_elements_GSestFCClatcnt,avg_elements_GSvolume_pa,diff_elements_GSvolume_pa,avg_elements_HHIp,diff_elements_HHIp,avg_elements_HHIr,diff_elements_HHIr,avg_elements_HeatCapacityMass,diff_elements_HeatCapacityMass,avg_elements_HeatCapacityMolar,diff_elements_HeatCapacityMolar,avg_elements_HeatFusion,diff_elements_HeatFusion,avg_elements_ICSDVolume,diff_elements_ICSDVolume,avg_elements_MeltingT,diff_elements_MeltingT,avg_elements_MendeleevNumber,diff_elements_MendeleevNumber,avg_elements_MiracleRadius,diff_elements_MiracleRadius,avg_elements_NUnfilled,diff_elements_NUnfilled,avg_elements_NValance,diff_elements_NValance,avg_elements_NdValence,diff_elements_NdValence,avg_elements_Number,diff_elements_Number,avg_elements_Polarizability,diff_elements_Polarizability,avg_elements_ShearModulus,diff_elements_ShearModulus
1774,370.0,17.0,151,176,1.85,0.91,7.83352,6.11316,-12.41702777,-1.948329565,0.13699999999999998,0.647,34.08,8.54,54,7,9.7,25.73333333,28.823760765,-28.226853069999997,113.1425,146.129,3813.0,4112.0,193.5,353.0,4.5,5,163.5,-25,11285.0,19470.0,1.3800000000000001,0.9400000000000001,1.45,0.8999999999999999,6.97334,1.7203600000000003,0.0,0.0,-7.1826786675,-10.468698205,3.655242854,-1.1440349399999996,4.6053174145,-1.4413937030000006,26.212500000000002,-23.115000000000002,3600.0,-600,2400.0,1800,0.392,-0.51,25.704500000000003,-0.4490000000000016,21.31,25.54,29.45,-29.479999999999997,2287.0,2344.0,30.5,47,169.0,-64,2.5,5,11.5,19,2.5,5,47.5,55,17.716666664999998,-16.03333333,92.7,170.6
1775,370.0,140.0,151,132,1.85,1.47,7.83352,7.726380000000001,-12.41702777,-3.68065482,0.13699999999999998,0.385,34.08,13.6,54,64,9.7,6.15,13.27013808,2.8803923000000005,124.8765,122.66099999999999,4534.5,2669.0,255.0,230.0,9.0,-4,141.5,19,14970.0,12100.0,1.6600000000000001,0.3800000000000001,1.9,0.0,7.77995,0.10713999999999935,0.0,0.0,-8.048841295,-8.73637295,2.9455979355,0.27525489699999994,3.7112208434999996,0.3467994390000002,12.8625,3.584999999999999,2450.0,1700,2400.0,1800,0.261,-0.24800000000000003,24.96,1.0399999999999991,23.84,20.479999999999997,13.260000000000002,2.9000000000000004,2408.385,2101.23,59.0,-10,131.5,11,3.0,4,16.0,10,7.5,-5,52.0,46,7.925,3.549999999999999,113.0,130.0
1776,370.0,0.0,151,28,1.85,0.0,7.83352,24.587387,-12.41702777,0.0011354000000000002,0.13699999999999998,5.13,34.08,0.0,54,98,9.7,0.2050522,18625.372947115004,-37221.32522577,95.104801,182.204398,2936.535,5864.93,185.0,370.0,12.5,-11,89.5,123,10510.08925,21019.8215,0.925,1.85,0.95,1.9,16.2104535,-16.753867,9.049,-18.098,-6.207946185,-12.418163170000001,2.995979236,0.17449229599999994,3.7746973045,0.21984651699999969,13.48,2.3499999999999996,3250.0,100,3600.0,-600,2.6334999999999997,-4.993,23.133,4.694000000000003,17.04,34.08,16.895,-4.369999999999997,1729.5,3459.0,76.0,-44,68.5,137,2.5,5,11.5,19,2.5,5,38.5,73,4.9525261,9.494947799999998,89.0,178.0
1777,370.0,40.0,151,192,1.85,1.22,7.83352,6.0215,-12.41702777,-4.577416877,0.13699999999999998,0.165,34.08,11.76,54,33,9.7,23.6,22.92535707,-16.43004568,175.56866,21.27668,4421.0,2896.0,205.0,330.0,5.0,4,171.5,-41,14907.5,12225.0,1.5350000000000001,0.6300000000000001,1.565,0.6699999999999999,6.92751,1.8120200000000004,0.0,0.0,-8.4972223235,-7.839610893000001,3.5148677514999997,-0.8632847349999997,4.4284558675,-1.0876706090000003,22.694166665,-16.07833333,6400.0,-6200,3200.0,200,0.151,-0.028000000000000025,26.314999999999998,-1.6699999999999982,22.919999999999998,22.32,22.91,-16.4,2603.0,1712.0,43.5,21,157.0,-40,4.0,2,17.0,8,2.5,5,71.0,8,16.65,-13.900000000000002,102.0,152.0
1778,370.0,320.0,151,141,1.85,1.83,7.83352,8.96702,-12.41702777,-8.84851145,0.13699999999999998,0.131,34.08,41.12,54,60,9.7,7.6,14.42944235,0.5617837600000009,189.212,-6.010000000000019,5285.0,1168.0,345.0,50.0,8.0,-2,146.0,10,21790.0,-1540.0,1.84,0.020000000000000018,2.05,-0.30000000000000027,8.400269999999999,-1.1334999999999997,0.0,0.0,-10.63276961,-3.5685163200000005,3.0674610060000003,0.031528755999999714,3.8647586915,0.0397237429999997,14.432500000000001,0.4449999999999985,4400.0,-2200,6200.0,-5800,0.134,0.005999999999999978,25.29,0.379999999999999,37.599999999999994,-7.039999999999999,14.295000000000002,0.8300000000000001,3099.0,720.0,57.0,-6,136.5,1,4.0,2,22.0,-2,6.0,-2,76.0,-2,8.649999999999999,2.0999999999999996,194.0,-32.0
1779,370.0,11.0,151,128,1.85,0.98,7.83352,5.391719,-12.41702777,-1.86988691,0.13699999999999998,3.582,34.08,3.0,54,1,9.7,24.335,18.127196155,-6.833723849999998,96.574,179.266,3742.0,4254.0,190.5,359.0,4.0,6,139.5,23,10777.5,20485.0,1.415,0.8700000000000001,1.44,0.9199999999999999,6.6126195,2.441801,0.0,0.0,-7.14345734,-10.54714086,3.148398111,-0.13034545400000042,3.9667330539999996,-0.1642249819999999,15.624166665,-1.9383333300000007,3100.0,400,3750.0,-900,1.8595,-3.445,25.17,0.620000000000001,18.54,31.08,18.17,-6.919999999999998,1956.345,3005.31,27.5,53,144.5,-15,3.0,4,11.0,20,2.5,5,39.0,72,17.0175,-14.635000000000002,91.1,173.8
1780,370.0,48.0,151,187,1.85,1.24,7.83352,5.42586,-12.41702777,-4.52300002,0.13699999999999998,0.154,34.08,18.65,54,41,9.7,21.9,22.117183070000003,-14.81369768,180.5869,11.240199999999987,4772.0,2194.0,209.0,322.0,5.0,4,169.0,-36,15430.5,11179.0,1.545,0.6100000000000001,1.585,0.6299999999999999,6.62969,2.40766,0.0,0.0,-8.470013895000001,-7.894027750000001,3.4740430735,-0.7816353790000004,4.377019997,-0.9847988679999999,21.759999999999998,-14.209999999999999,6400.0,-6200,3200.0,200,0.1455,-0.017000000000000015,26.17,-1.379999999999999,26.365,15.43,22.115000000000002,-14.809999999999999,2697.5,1523.0,47.5,13,156.0,-38,7.0,-4,19.0,4,3.0,4,73.0,4,15.799999999999999,-12.2,102.5,151.0
1781,370.0,6.3,151,166,1.85,0.82,7.83352,5.139076,-12.41702777,-1.2602413829999999,0.13699999999999998,1.228,34.08,2.6,54,2,9.7,24.11,27.074331555,-24.72799465,104.59838463999999,163.21723072,3512.5,4713.0,188.15,363.7,4.0,6,158.5,-15,10994.0,20052.0,1.335,1.0300000000000002,1.415,0.9699999999999999,6.486298,2.694444,0.0,0.0,-6.8386345765000005,-11.156786387,3.482449237,-0.7984477060000001,4.3876110985,-1.0059810709999994,21.949166665,-14.58833333,2200.0,2200,1900.0,2800,0.6825,-1.091,26.855,-2.75,18.34,31.479999999999997,27.235,-25.049999999999997,1914.935,3088.13,28.0,52,158.5,-43,3.0,4,11.0,20,2.5,5,43.0,64,16.905,-14.41,90.65,174.7
1782,370.0,32.0,151,201,1.85,1.2,7.83352,5.525,-12.41702777,-4.76235134,0.13699999999999998,0.19,34.08,7.14,54,19,9.7,31.4,24.439694555,-19.458720649999997,165.2245,41.964999999999975,4621.0,2496.0,201.0,338.0,5.0,4,176.0,-50,14015.0,14010.0,1.525,0.6500000000000001,1.52,0.76,6.67926,2.3085199999999997,0.0,0.0,-8.589689555,-7.65467643,3.5985197920000003,-1.0305888160000003,4.533850835,-1.2984605439999997,24.7325,-20.155,6400.0,-6200,3200.0,200,0.16349999999999998,-0.05300000000000002,26.465,-1.9699999999999989,20.61,26.939999999999998,24.455000000000002,-19.490000000000002,2376.5,2165.0,36.5,35,159.5,-45,7.5,-5,13.5,15,2.5,5,67.5,15,20.549999999999997,-21.7,97.0,162.0
1783,370.0,11.0,151,107,1.85,1.65,7.83352,10.48669,-12.41702777,-5.400509043,0.13699999999999998,0.769,34.08,18.54,54,83,9.7,3.63,21.462228025,-13.503787589999998,108.590381,155.233238,3211.25,5315.5,190.5,359.0,11.0,-8,129.0,44,11421.5,19197.0,1.75,0.20000000000000018,2.045,-0.29000000000000004,9.160105,-2.6531699999999994,0.8125,-1.625,-8.9087684065,-7.016518727000001,3.32190801,-0.47736525200000024,4.185341828,-0.6014425300000004,18.61261905,-7.915238100000002,2650.0,1300,4200.0,-1800,0.453,-0.632,24.652,1.6559999999999988,26.31,15.54,16.85,-4.279999999999998,1888.15,3141.7,68.5,-29,119.5,35,4.0,2,13.0,16,2.5,5,45.0,60,6.664999999999999,6.069999999999999,89.0,178.0
1784,370.0,0.0,151,200,1.85,0.0,7.83352,5.89,-12.41702777,-9.49741247,0.13699999999999998,0.0,34.08,12.34,54,18,9.7,25.4,19.835747429999998,-10.250826399999998,208.62143,-44.82886000000002,5071.0,1596.0,185.0,370.0,5.0,4,175.5,-49,18195.0,5650.0,0.925,1.85,1.7,0.3999999999999999,6.86176,1.9435200000000004,0.0,0.0,-10.95722012,-2.9196153000000002,3.3880387115,-0.609626655,4.2686612905,-0.7680814550000004,19.9175,-10.525,1650.0,3300,1650.0,3300,0.06849999999999999,0.13699999999999998,12.74,25.48,23.21,21.74,19.825000000000003,-10.23,2652.0,1614.0,36.0,36,151.0,-28,13.0,-16,13.0,16,3.0,4,83.0,-16,17.549999999999997,-15.7,89.0,178.0
1785,370.0,33.0,151,199,1.85,1.21,7.83352,5.582000000000001,-12.41702777,-4.744621343,0.13699999999999998,0.0,34.08,0.0,54,21,9.7,30.1,23.928941395,-18.437214329999996,165.6035,41.206999999999994,4571.0,2596.0,201.5,337.0,5.0,4,175.0,-48,14142.0,13756.0,1.53,0.6400000000000001,1.5274999999999999,0.7449999999999999,6.70776,2.2515199999999993,0.0,0.0,-8.580824556500001,-7.672406427,3.5792840864999995,-0.9921174049999997,4.5096153645,-1.249989603,24.24875,-19.1875,6400.0,-6200,3200.0,200,0.06849999999999999,0.13699999999999998,12.74,25.48,17.04,34.08,24.19,-18.96,2416.0,2086.0,37.5,33,161.0,-48,7.0,-4,14.0,14,2.5,5,68.0,14,19.9,-20.400000000000002,98.0,160.0
1786,370.0,7.7,151,105,1.85,0.0,7.83352,10.36001,-12.41702777,-4.0972167189999995,0.13699999999999998,0.708,34.08,1.7209999999999999,54,88,9.7,2.9,20.93844001,-12.45621156,109.136,154.142,3293.36,5151.28,188.85,362.3,11.5,-9,128.0,46,11490.0,19060.0,0.925,1.85,2.24,-0.6800000000000002,9.096765000000001,-2.526490000000001,1.101,-2.202,-8.2571222445,-8.319811051000002,3.4027549695,-0.639059171,4.2872026135,-0.8051641009999995,20.220937499999998,-11.131874999999999,2000.0,2600,2150.0,2300,0.4225,-0.571,24.09,2.780000000000001,17.900499999999997,32.359,20.235,-11.05,1923.68,3070.64,71.0,-34,120.0,34,3.5,3,13.5,15,2.5,5,45.5,59,6.3,6.799999999999999,89.0,178.0
1787,370.0,42.0,151,139,1.85,1.26,7.83352,8.60839,-12.41702777,-4.11736234,0.13699999999999998,0.207,34.08,19.79,54,85,9.7,6.6,22.450878835,-15.48108921,153.9835,64.44699999999999,3864.5,4009.0,206.0,328.0,11.0,-8,145.0,12,13858.5,14323.0,1.5550000000000002,0.5900000000000001,1.9749999999999999,-0.1499999999999999,8.220955,-0.77487,0.0,0.0,-8.267195055,-8.299665430000001,3.5324036875,-0.8983566070000002,4.4505497625,-1.131858399,23.107499999999998,-16.905,5600.0,-4600,3350.0,-100,0.172,-0.07,25.355,0.25,26.935,14.29,22.46,-15.5,2181.39,2555.2200000000003,69.5,-31,146.0,-18,4.0,2,18.0,6,7.5,-5,63.0,24,8.149999999999999,3.0999999999999996,99.0,158.0
1788,370.0,0.0,151,195,1.85,0.84,7.83352,5.69485,-12.41702777,-1.6828136000000002,0.13699999999999998,0.306,34.08,7.43,54,8,9.7,25.55,35.016732505,-40.61279655,136.9135,98.58699999999999,3762.0,4214.0,185.0,370.0,4.5,5,173.0,-44,11825.0,18390.0,1.345,1.0100000000000002,1.4249999999999998,0.95,6.7641849999999994,2.1386700000000003,0.0,0.0,-7.049920685,-10.734214170000001,3.9260900579999998,-1.6857293480000002,4.946563508,-2.12388589,34.442499999999995,-39.574999999999996,3750.0,-900,3150.0,300,0.22149999999999997,-0.169,26.134999999999998,-1.3099999999999987,20.755,26.65,35.394999999999996,-41.37,2254.5,2409.0,31.0,46,174.5,-75,2.5,5,11.5,19,2.5,5,56.5,37,17.625,-15.850000000000001,92.05,171.9
1789,370.0,200.0,151,170,1.85,1.63,7.83352,7.54957,-12.41702777,-11.85139954,0.13699999999999998,0.14,34.08,36.57,54,48,9.7,13.1,16.378531895000002,-3.3363953299999984,183.57744,5.259119999999996,5800.0,138.0,285.0,170.0,6.0,2,160.5,-19,18835.0,4370.0,1.74,0.2200000000000002,1.7,0.3999999999999999,7.691545,0.2839499999999999,0.0,0.0,-12.134213655,-0.5656282300000015,3.1962370015,-0.226023235,4.027006279,-0.2847714319999999,16.3875,-3.4650000000000016,2800.0,1000,4050.0,-1500,0.1385,-0.0030000000000000304,25.42,0.120000000000001,35.325,-2.490000000000002,16.18,-2.9399999999999977,3374.5,169.0,51.0,6,141.0,-8,6.0,-2,20.0,2,4.0,2,74.0,2,11.399999999999999,-3.4000000000000004,123.5,109.0
1790,370.0,38.7,151,194,1.85,1.22,7.83352,5.8638,-12.41702777,-4.629217697,0.13699999999999998,0.182,34.08,10.15,54,29,9.7,25.5,23.409913495,-17.39915853,172.566175,27.281649999999985,4686.0,2366.0,204.35,331.3,5.0,4,172.5,-43,14619.5,12801.0,1.5350000000000001,0.6300000000000001,1.555,0.69,6.848660000000001,1.9697199999999997,0.0,0.0,-8.5231227335,-7.787810073000001,3.536111463,-0.905772158,4.455221267,-1.1412014080000001,23.195833335,-17.081666670000004,6400.0,-6200,3200.0,200,0.15949999999999998,-0.04500000000000001,27.195,-3.4299999999999997,22.115,23.93,23.33,-17.24,2544.0,1830.0,41.5,25,156.5,-39,5.0,0,16.0,10,2.5,5,70.0,10,17.6,-15.8,100.0,156.0
1791,370.0,0.0,151,147,1.85,1.81,7.83352,7.28,-12.41702777,-10.355151199999998,0.13699999999999998,0.0,34.08,33.29,54,53,9.7,11.4,14.43067287,0.5593227200000008,142.1035,88.207,5203.5,1331.0,185.0,370.0,7.0,0,149.0,4,16260.0,9520.0,1.83,0.040000000000000036,1.9,0.0,7.556760000000001,0.5535199999999998,0.0,0.0,-11.386089485,-2.0618765700000026,3.0701407595,0.02616924900000006,3.8681349689999998,0.032971187999999874,14.469999999999999,0.3699999999999992,1650.0,3300,1650.0,3300,0.06849999999999999,0.13699999999999998,12.74,25.48,33.685,0.7899999999999991,14.465,0.4900000000000002,2944.5,1029.0,53.5,1,136.5,1,5.0,0,14.0,14,5.0,0,59.0,32,10.55,-1.700000000000001,89.0,178.0
1792,370.0,54.0,151,206,1.85,1.28,7.83352,6.3067,-12.41702777,-7.41254306,0.13699999999999998,0.11800000000000001,34.08,13.81,54,16,9.7,32.1,23.78800872,-18.15534898,209.12252999999998,-45.83106000000001,5481.0,776.0,212.0,316.0,5.0,4,178.5,-55,16372.0,9296.0,1.565,0.5700000000000001,1.6,0.5999999999999999,7.07011,1.5268199999999998,0.0,0.0,-9.914785415,-5.004484710000001,3.5492915055000003,-0.9321322430000003,4.47182708,-1.174413034,23.5125,-17.714999999999996,1650.0,3300,1650.0,3300,0.1275,0.018999999999999975,26.4,-1.8399999999999999,23.945,20.269999999999996,23.785,-18.15,2741.0,1436.0,35.0,38,157.5,-41,6.5,-3,12.5,17,3.5,3,82.5,-15,20.9,-22.400000000000002,104.5,147.0
1793,370.0,45.0,151,190,1.85,1.23,7.83352,6.18431,-12.41702777,-4.47387849,0.13699999999999998,0.16,34.08,16.84,54,37,9.7,21.8,22.403360040000003,-15.38605162,177.570605,17.272789999999986,4046.0,3646.0,207.5,325.0,5.0,4,170.5,-39,15170.5,11699.0,1.54,0.6200000000000001,1.575,0.6499999999999999,7.008915,1.64921,0.0,0.0,-8.44545313,-7.943149280000001,3.49424993,-0.8220490920000003,4.4024790405,-1.0357169550000003,22.2175,-15.125000000000002,6400.0,-6200,3200.0,200,0.1485,-0.02300000000000002,26.255000000000003,-1.5500000000000007,25.46,17.24,22.425,-15.43,2638.5,1641.0,45.5,17,156.0,-38,3.0,4,18.0,6,2.5,5,72.0,6,15.75,-12.100000000000001,104.5,147.0
1794,370.0,0.0,151,140,1.85,0.0,7.83352,12.12984,-12.41702777,0.04873128,0.13699999999999998,0.158,34.08,2.27,54,102,9.7,4.044,18483.817177115,-36938.213685769995,158.75,54.91399999999999,3017.0,5704.0,185.0,370.0,12.5,-11,145.5,11,10512.95,21014.1,0.925,1.85,2.25,-0.7000000000000002,9.98168,-4.29632,3.228,-6.456,-6.184148245,-12.46575905,3.9175587600000004,-1.6686667520000005,4.935814746,-2.102388366,34.152499999999996,-38.995,1650.0,3300,1650.0,3300,0.1475,-0.02100000000000002,23.133,4.694000000000003,18.175,31.81,36.269999999999996,-43.12,1810.15,3297.7,78.0,-48,68.5,137,2.5,5,19.5,3,7.5,-5,64.5,21,6.872,5.656,89.0,178.0
1795,380.0,76.0,142,121,1.76,1.39,7.4589,5.985768,-7.25364552,-3.74542312,0.243,0.897,26.59,10.71,59,73,8.6,6.8,15.159967165000001,-2.8689147100000003,64.9435193,75.9239614,3380.0,1176.0,228.0,304.0,11.0,-4,131.5,21,7575.0,9750.0,1.575,0.3700000000000001,1.9449999999999998,0.6699999999999997,6.722334,1.4731319999999997,0.0,0.0,-5.49953432,-3.5082224,3.10828628,-0.19590310600000027,3.9161953130000002,-0.24682244599999992,15.06,-2.84,2400.0,1600,4500.0,7000,0.5700000000000001,-0.654,24.59,0.7800000000000011,18.65,15.879999999999999,14.094999999999999,-5.029999999999999,1585.2350000000001,1303.53,66.0,-14,136.5,-9,4.0,-2,6.0,6,4.0,8,29.0,32,7.699999999999999,1.7999999999999998,88.0,124.0
1796,380.0,9.6,142,215,1.76,0.81,7.4589,5.211664,-7.25364552,-1.92352226,0.243,0.204,26.59,7.12,59,9,8.6,39.7,39.34739574,-51.24377186,120.11625000000001,-34.421499999999995,3055.5,1825.0,194.8,370.4,5.5,7,178.5,-73,7980.0,8940.0,1.2850000000000001,0.95,1.585,1.3899999999999997,6.335281999999999,2.247236,0.0,0.0,-4.58858389,-5.330123260000001,4.019617019,-2.018564584,5.064400095,-2.543232009999999,38.615,-49.95,3100.0,200,5150.0,5700,0.22349999999999998,0.03900000000000001,26.525,-3.09,16.855,19.47,37.230000000000004,-51.300000000000004,1618.5,1237.0,34.0,50,177.5,-91,1.5,3,5.5,7,4.0,8,50.5,-11,24.150000000000002,-31.1,77.45,145.1
1797,380.0,42.0,142,144,1.76,1.24,7.4589,8.99382,-7.25364552,-0.812174225,0.243,0.231,26.59,6.21,59,70,8.6,7.32,17.652767635,-7.8545156500000015,107.65825000000001,-9.505499999999998,2504.0,2928.0,211.0,338.0,10.5,-3,143.0,-2,10550.0,3800.0,1.5,0.52,1.9849999999999999,0.5899999999999999,8.22636,-1.5349199999999996,0.0,0.0,-4.0329098725,-6.441471295,3.200628149,-0.3805868440000002,4.032538778,-0.47950937599999977,16.567500000000003,-5.855,2450.0,1500,4650.0,6700,0.237,0.011999999999999983,25.5,-1.0399999999999991,16.4,20.38,16.585,-10.01,1415.6100000000001,1642.78,64.5,-11,144.5,-25,1.5,3,10.5,-3,9.0,-2,46.5,-3,7.96,1.2799999999999994,84.5,131.0
1798,380.0,1.6,142,244,1.76,0.55,7.4589,3.893905,-7.25364552,-0.85462646,0.243,0.242,26.59,2.09,59,5,8.6,59.42,65.590762805,-103.73050599,117.90547595000001,-29.9999519,2456.0,3024.0,190.8,378.4,5.0,8,193.0,-102,7164.5,10571.0,1.155,1.21,1.535,1.4899999999999998,5.6764025,3.5649949999999997,0.0,0.0,-4.05413599,-6.3990190600000005,4.57540809,-3.1301467259999995,5.7646529645,-3.943737749,64.7025,-102.125,4600.0,-2800,7000.0,2000,0.2425,0.0010000000000000009,28.595,-7.23,14.34,24.5,39.565,-55.97,1269.295,1935.41,32.0,54,198.0,-132,2.0,2,5.0,8,4.0,8,50.0,-10,34.01,-50.82,75.0,150.0
1799,380.0,140.0,142,132,1.76,1.47,7.4589,7.726380000000001,-7.25364552,-3.68065482,0.243,0.385,26.59,13.6,59,64,8.6,6.15,12.777725870000001,1.8955678799999998,83.22575,39.3595,3584.0,768.0,260.0,240.0,10.0,-2,137.0,10,10685.0,3530.0,1.615,0.29000000000000004,2.09,0.3799999999999999,7.59264,-0.26748000000000083,0.0,0.0,-5.46715017,-3.5729907,2.9091526070000002,0.20236424000000008,3.665302607,0.25496296600000035,12.355,2.5700000000000003,2400.0,1600,4750.0,6500,0.314,-0.14200000000000002,24.71,0.5399999999999991,20.095,12.99,11.695,-0.23000000000000043,1797.385,879.23,61.5,-5,129.0,6,2.0,2,10.0,-2,9.0,-2,37.0,16,7.375,2.4499999999999993,99.0,102.0
1800,380.0,8.3,142,198,1.76,0.88,7.4589,5.670380000000001,-7.25364552,-1.82958684,0.243,0.182,26.59,9.21,59,25,8.6,27.7,30.923401085,-34.39578255,127.43475000000001,-49.058499999999995,2884.0,2168.0,194.15,371.7,6.0,6,170.0,-56,8847.0,7206.0,1.32,0.88,1.7325,1.0949999999999998,6.564640000000001,1.7885199999999992,0.0,0.0,-4.54161618,-5.42405868,3.594073333,-1.1674772119999997,4.5282486475,-1.4709291150000001,25.05,-22.82,6350.0,-6300,5550.0,4900,0.2125,0.061,26.32,-2.6799999999999997,17.9,17.38,30.055,-36.95,1666.0,1142.0,42.0,34,164.0,-64,5.0,-4,9.0,0,4.0,8,54.0,-18,18.15,-19.1,78.95,142.1
1801,380.0,0.0,142,120,1.76,1.37,7.4589,7.899430000000001,-7.25364552,-4.616039545,0.243,0.32,26.59,36.94,59,79,8.6,5.84,18.193243095,-8.93546657,87.77275,30.265500000000003,3530.5,875.0,190.0,380.0,11.5,-5,131.0,22,8886.5,7127.0,1.565,0.3899999999999999,2.1449999999999996,0.27,7.679165,-0.44053000000000075,0.19149999999999998,-0.38299999999999995,-5.934842532499999,-2.6376059750000005,3.2968211099999998,-0.5729727659999999,4.1537343145,-0.721900449,18.322499999999998,-9.364999999999998,4250.0,-2100,4950.0,6100,0.2815,-0.07700000000000001,24.101,1.7580000000000027,31.765,-10.349999999999998,16.905,-10.65,1724.2,1025.6,69.0,-20,123.0,18,3.5,-1,11.5,-5,9.0,-2,38.5,13,7.22,2.76,75.0,150.0
1802,380.0,40.0,142,192,1.76,1.22,7.4589,6.0215,-7.25364552,-4.577416877,0.243,0.165,26.59,11.76,59,33,8.6,23.6,22.43294486,-17.4148701,133.91791,-62.02481999999999,3470.5,995.0,210.0,340.0,6.0,6,167.0,-50,10622.5,3655.0,1.49,0.54,1.755,1.0499999999999998,6.7402,1.4374000000000002,0.0,0.0,-5.9155311985,-2.676228643,3.4784224229999996,-0.9361753919999996,4.382537631,-1.1795070820000002,22.186666665,-17.09333333,6350.0,-6300,5550.0,4900,0.20400000000000001,0.07799999999999999,26.064999999999998,-2.169999999999998,19.175,14.83,21.345,-19.53,1992.0,490.0,46.0,26,154.5,-45,3.0,0,11.0,-4,4.0,8,56.0,-22,16.1,-15.000000000000002,88.0,124.0
1803,380.0,3.1,142,203,1.76,0.65,7.4589,4.3406633,-7.25364552,-1.097539713,0.243,0.757,26.59,2.335,59,3,8.6,43.23,44.786687245,-62.12235487,71.0019,63.8072,2500.0,2936.0,191.55,376.9,5.0,8,172.5,-61,6653.0,11594.0,1.205,1.1099999999999999,1.5499999999999998,1.46,5.8997816499999995,3.1182366999999998,0.0,0.0,-4.1755926165,-6.156105807,4.1392678005,-2.2578661469999997,5.215150633,-2.844733086,43.373333335,-59.466666669999995,2450.0,1500,7600.0,800,0.5,-0.514,27.29,-4.620000000000001,14.4625,24.255,43.605,-64.05,1286.7649999999999,1900.47,31.0,56,181.0,-98,2.0,2,5.0,8,4.0,8,32.0,26,25.915,-34.629999999999995,75.65,148.7
1804,380.0,0.0,142,116,1.76,0.0,7.4589,13.99961,-7.25364552,0.08753524,0.243,0.248,26.59,1.1640000000000001,59,101,8.6,2.4844,18560.610124904997,-37093.769230189995,93.35175,19.107500000000016,2043.89,3848.22,190.0,380.0,13.5,-9,129.0,26,6226.875,12446.25,0.88,1.76,2.6399999999999997,-0.7200000000000002,10.729255,-6.540710000000001,3.7675,-7.535,-3.58305514,-7.34118076,3.5864061475,-1.1521428409999999,4.5185885985,-1.4516090169999996,24.85,-22.42,1600.0,3200,4000.0,8000,0.2455,-0.0050000000000000044,22.883,4.194000000000003,13.877,25.426,28.195,-33.230000000000004,1176.395,2121.21,80.0,-42,66.0,132,1.5,3,13.5,-9,9.0,-2,40.5,9,5.542199999999999,6.1156,75.0,150.0
1805,380.0,230.0,142,154,1.76,1.77,7.4589,7.09243,-7.25364552,-10.84610777,0.243,0.251,26.59,37.48,59,50,8.6,12.8,14.61319525,-1.7753708800000005,99.43275,6.94550000000001,4440.0,-944.0,305.0,150.0,7.5,3,148.0,-12,11365.0,2170.0,1.7650000000000001,-0.010000000000000009,2.2199999999999998,0.11999999999999966,7.275665,0.36646999999999963,0.0,0.0,-9.049876645,3.5924622499999996,3.0822495175,-0.14382958099999987,3.8833910485,-0.181213917,14.665,-2.049999999999999,2800.0,800,6650.0,2700,0.247,-0.008000000000000007,24.52,0.9200000000000017,32.035,-10.889999999999997,13.585,-4.01,2566.5,-659.0,54.5,9,135.5,-7,4.5,-3,7.5,3,6.5,3,43.5,3,10.7,-4.200000000000001,85.0,130.0
